uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
spotify:track:5Ta0BuVhRMSrebPd89wv01,0.613,0.47,2,-8.13,0,0.149,0.122,0,0.108,0.318,167.652
spotify:track:4HwDCXsMBC7SUdp2WT4MZP,0.518,0.572,10,-6.706,0,0.0416,0.0503,2.41e-05,0.129,0.291,130.053
spotify:track:6OtjKr7zn85Krff67wJuxJ,0.632,0.273,0,-9.987,1,0.0274,0.441,0.0832,0.115,0.196,76.006
spotify:track:1Cx0oizrbPnN23acLgyjSR,0.464,0.433,6,-10.611,0,0.0516,0.496,0.000208,0.116,0.372,144.957
spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912
spotify:track:6N0uDUUQRQd7lIIFU2aaEQ,0.584,0.566,1,-7.395,1,0.0395,0.456,0,0.107,0.204,128.037
spotify:track:6EFsue2YbIG4Qkq8Zr9Rir,0.745,0.704,9,-7.137,1,0.146,0.262,0,0.333,0.489,100.031
spotify:track:79ptYtWnpAnsQutzg2xSFk,0.689,0.512,1,-6.206,1,0.0509,0.346,2.07e-06,0.106,0.619,90.091
spotify:track:1N5j9dRZ3foNWwU4Zp0pbq,0.441,0.57,2,-6.186,1,0.0553,0.321,0,0.0862,0.229,122.329
spotify:track:7yVjKxpZ0FtIr8shugrsv1,0.849,0.375,1,-8.202,1,0.0488,0.0472,0,0.0489,0.788,123.678
spotify:track:5hmO72DpMfddRFBbVdPoEX,0.354,0.33,0,-9.835,0,0.0526,0.145,0.00604,0.273,0.0554,173.664
spotify:track:5fohLPNqO6TqwrZ7BoUWUT,0.465,0.403,11,-8.895,0,0.0755,0.744,0.000667,0.0777,0.0687,74.95
spotify:track:3TPFIrjJ8fgvGGHMjuy2HP,0.267,0.248,9,-11.62,1,0.0488,0.971,0.00118,0.367,0.17,70.718
spotify:track:1zCi4cVFqe6ja16MeGZKRN,0.779,0.572,6,-9.985,0,0.378,0.157,0,0.246,0.647,135.956
spotify:track:1bxEpNR75Hq3T2oF9AZjt8,0.406,0.798,11,-5.585,0,0.432,0.26,0,0.461,0.58,71.547
spotify:track:1TSxLktSlIdEsjTGWB4Fub,0.404,0.587,9,-11.172,0,0.156,0.165,0.00267,0.231,0.103,120.047
spotify:track:1YmKdg7Lnuox0gCd93aq0I,0.291,0.474,2,-6.047,1,0.0289,0.0753,0.00699,0.0976,0.186,130.586
spotify:track:7GyDcM22nxCJHcQa11fbYk,0.819,0.681,8,-6.423,1,0.0308,0.0336,2.08e-06,0.1,0.93,108.989
spotify:track:53iRFWU7bpV3ro3kzZYLCF,0.532,0.906,3,-2.665,0,0.0375,4.24e-05,2.83e-05,0.199,0.294,139.967
spotify:track:44hwFndSJX3t9SiXqwh0Ki,0.408,0.935,10,-5.306,0,0.129,0.000374,0.633,0.122,0.254,161.934
spotify:track:42K3nPa3CNN5WXebzR78bY,0.626,0.825,0,-5.051,1,0.0315,0.136,0,0.094,0.308,119.991
spotify:track:6oVPlkdJHXOHXauconNZQX,0.521,0.566,5,-10.667,0,0.093,0.313,0.652,0.144,0.199,82.321
spotify:track:05Ez6KwjICkscWQVTsT3f5,0.563,0.401,5,-9.073,1,0.0243,0.415,0.00305,0.158,0.277,139.863
spotify:track:2d2SZkpCI2GFchnxTm4l57,0.67,0.718,6,-9.094,0,0.256,0.166,0,0.157,0.256,133.575
spotify:track:3v9fhN8ttoeH9AvpCi3IVM,0.646,0.825,11,-8.302,0,0.0507,0.0394,0.00101,0.26,0.378,143.956
spotify:track:7GhF1JPTWv3kaRJxAVHOFM,0.734,0.842,10,-5.0,0,0.235,0.234,0,0.425,0.469,129.87
spotify:track:1d6JUM54S33y49mW3C20Sm,0.582,0.754,9,-5.191,1,0.0379,0.264,0,0.0744,0.694,127.464
spotify:track:3MPuDB7cP8UxDyWRRvex5I,0.65,0.2,0,-15.123,1,0.0331,0.837,0.000205,0.095,0.722,159.867
spotify:track:3qnUqdzB7fjJOKrooVPX4k,0.437,0.863,11,-5.28,0,0.0941,0.00302,0,0.144,0.233,194.073
spotify:track:35LDid9nvuYrUyZk5qGD0i,0.664,0.734,5,-8.024,1,0.0343,0.033,0.0404,0.0801,0.84,101.348
spotify:track:1IdTIzkTK6CcpKKgMUGbg7,0.882,0.478,4,-10.386,1,0.0304,0.476,0.00581,0.0737,0.802,97.81
spotify:track:2jdAk8ATWIL3dwT47XpRfu,0.668,0.361,1,-8.69,0,0.0273,0.573,0.00506,0.0805,0.288,134.15
spotify:track:0bYDebBlQxsDR4hCgbbpOW,0.517,0.344,9,-9.925,1,0.0303,0.818,0.00809,0.0763,0.279,75.285
spotify:track:5imShWWzwqfAJ9gXFpGAQh,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75
spotify:track:7peh6LUcdNPcMdrSH4JPsM,0.842,0.384,9,-11.384,0,0.0354,0.638,0.000505,0.0998,0.604,84.026
spotify:track:3SktMqZmo3M9zbB7oKMIF7,0.764,0.326,7,-9.883,1,0.0342,0.731,0.0013,0.24,0.237,123.98
spotify:track:78DwRIo6Vj6wqteyerGetr,0.496,0.238,1,-11.026,1,0.0301,0.958,0.0109,0.0875,0.349,175.96
spotify:track:3E6iea9uEmB7gRru4lyP6h,0.619,0.437,7,-11.756,1,0.0314,0.465,0.00609,0.0971,0.406,89.511
spotify:track:50DMG6AvtNzbrxMc62w6ph,0.439,0.591,1,-6.407,1,0.0419,0.0993,0.00225,0.0718,0.397,125.893
spotify:track:7keXdrB4mz57u4b8YkCwag,0.608,0.351,0,-9.316,1,0.03,0.557,0.00892,0.201,0.157,135.976
spotify:track:7MRn6wgG0ReDRNYV5wJeGX,0.425,0.588,2,-6.721,1,0.0293,0.0538,0.00144,0.0697,0.395,145.079
spotify:track:4QfbfUo5nI1rX8nncwLVEE,0.684,0.965,6,-2.556,0,0.0735,0.0629,0,0.134,0.969,143.959
spotify:track:7xlIrLvCs7digqxVI3LKMM,0.749,0.531,7,-6.636,1,0.0324,0.0549,0,0.237,0.317,97.022
spotify:track:7sT621Iv8V6bMv6Z5B16PO,0.668,0.925,1,-5.204,0,0.0901,0.135,4.55e-06,0.983,0.352,120.049
spotify:track:2RjpDxBii8EvC6p6wxwCSz,0.662,0.908,1,-4.764,0,0.0449,0.0506,0,0.0508,0.967,149.941
spotify:track:0dHF8t7OIhgPele5WRUfWG,0.394,0.228,4,-12.584,1,0.0431,0.966,3.81e-05,0.113,0.258,104.625
spotify:track:3cBtANnJGopPaRMXCl3mV7,0.613,0.314,1,-9.575,1,0.031,0.975,8.41e-06,0.0946,0.421,132.776
spotify:track:1650yatyByhD11nXbD8ktd,0.45,0.257,4,-9.449,1,0.0533,0.952,0,0.159,0.366,100.24
spotify:track:4l6jbCPBQSD9z6C5nScjCd,0.399,0.211,0,-12.976,1,0.0448,0.957,0,0.0672,0.316,133.279
spotify:track:1qTEnu5RjWOXbyPejfMhVj,0.286,0.222,0,-11.683,0,0.0581,0.97,1.33e-06,0.111,0.209,205.726
spotify:track:2XiqsYPmKLqjOigE3HmfXb,0.333,0.436,7,-9.735,1,0.029,0.876,0.0179,0.0808,0.149,140.011
spotify:track:5uq3x8Pg8HAj8qNwPFOzfl,0.224,0.387,0,-9.022,1,0.0287,0.532,0.00548,0.0689,0.0395,104.566
spotify:track:09MdiypXlcb1kohV3cO03p,0.413,0.202,4,-14.05,1,0.0444,0.951,0,0.125,0.266,128.767
spotify:track:3HYXqOAm2Q8b2OyYqzv8d4,0.71,0.827,0,-5.244,1,0.032,0.0437,1.28e-05,0.0896,0.833,110.003
spotify:track:21Go4aMyLGP40ANI3TU0Fn,0.708,0.779,7,-6.28,1,0.0787,0.421,0.00176,0.115,0.46,142.012
spotify:track:4GrOV18KKdZnc3jcfvMDgk,0.46,0.604,2,-8.303,1,0.0591,0.837,0.153,0.119,0.664,78.54
spotify:track:6dfJBFmSX9dRN6FhEtaJd2,0.637,0.705,1,-7.575,0,0.294,0.357,0,0.325,0.422,93.584
spotify:track:7vugjA0BxBUIRqrdRjncBx,0.564,0.594,5,-7.334,0,0.0292,0.0852,2.04e-06,0.429,0.545,88.501
spotify:track:738J023eio9C4ViccIAQnD,0.591,0.744,11,-3.294,0,0.0387,0.0191,0,0.0981,0.439,125.153
spotify:track:2NvJ4gxNHy4irhjWGNOP6k,0.381,0.33,3,-15.159,0,0.121,0.854,0.00068,0.225,0.225,77.772
spotify:track:0jHuggE1BEu6e278g8JxbL,0.268,0.391,1,-5.985,1,0.0308,0.882,0.00592,0.15,0.137,86.77
spotify:track:0jhukQEMC1yj47NetTlDBJ,0.465,0.69,1,-9.782,0,0.0297,0.0105,0,0.183,0.836,136.275
spotify:track:16XNMRA2Mu2xsEJtDSVZuy,0.352,0.796,0,-7.109,1,0.0374,0.0493,0,0.226,0.924,204.225
spotify:track:6zOcJQreuf9EEbuuxT8aHN,0.431,0.385,2,-10.901,1,0.0261,0.541,0,0.335,0.466,94.261
spotify:track:1By97L6ge5FLBMD3PT6jXo,0.501,0.976,5,-4.471,1,0.0551,9.24e-05,0.0626,0.035,0.482,109.994
spotify:track:0293bTPojlkLvyr8ojc74y,0.752,0.694,5,-5.385,1,0.062,0.312,0.0348,0.0577,0.869,167.263
spotify:track:5nWbbQ0sIEabqPxAdqmh66,0.54,0.804,2,-7.112,1,0.0425,0.078,0.171,0.115,0.347,129.088
spotify:track:56vZZgYpNhIEwEpMkBui46,0.615,0.412,10,-10.742,1,0.0435,0.858,0.00477,0.137,0.425,133.365
spotify:track:0mqY9ZkUmc5ZH5uRkpqBWO,0.73,0.479,8,-10.34,1,0.0363,0.229,0.00273,0.0707,0.795,88.742
spotify:track:1yq1taCTc0NemVQmdDEmlg,0.485,0.172,4,-17.095,1,0.0336,0.907,0.0745,0.109,0.593,143.129
spotify:track:12OfhDq4NNJnV1LKSRaQOD,0.471,0.739,2,-6.983,1,0.0751,0.41,0.291,0.401,0.354,100.594
spotify:track:4l8JldeQzin1YTymhzsw5T,0.463,0.739,4,-4.311,1,0.0335,0.0181,1.2e-06,0.222,0.348,131.605
spotify:track:3NxJhRiMCo1hyMsnJ9vp06,0.844,0.437,5,-9.506,1,0.0288,0.513,0.109,0.0829,0.877,110.973
spotify:track:3XcYPyuk0BwiB4w6tgKpOC,0.454,0.31,0,-10.062,1,0.0271,0.54,0.0238,0.112,0.274,100.447
spotify:track:2uFnBffkiLcEbNHiI3ayBE,0.678,0.842,2,-5.247,1,0.176,0.187,0.000247,0.228,0.743,133.999
spotify:track:6WNqOfvfqmbyCk23ejRBwO,0.717,0.499,5,-7.123,1,0.0478,0.499,0,0.071,0.541,81.995
spotify:track:6x69yrZAJvsYxhk0CJS4uT,0.59,0.451,4,-8.194,1,0.0417,0.336,0,0.103,0.334,129.729
spotify:track:6o6BDZSsiWPL8e3k2VvetD,0.377,0.255,4,-8.739,1,0.0563,0.945,3.12e-06,0.104,0.393,77.205
spotify:track:0fioLzGM8ngbD1w6fMmm45,0.453,0.496,5,-5.785,1,0.0453,0.554,2.65e-05,0.0772,0.501,80.994
spotify:track:0muB5NEjvNpo9MVNVDXbku,0.247,0.162,8,-14.173,1,0.0459,0.937,5.47e-05,0.108,0.264,182.908
spotify:track:05ZVTnFGjDTnzQHMxK0Bir,0.5,0.819,0,-4.548,1,0.0729,0.0607,0,0.0709,0.679,160.125
spotify:track:3scVMDajY2Eb3nzyGT7HWC,0.568,0.569,7,-6.013,0,0.0329,0.0004,0.102,0.342,0.266,72.991
spotify:track:03XjpGGdsIPouALXem2Cku,0.738,0.284,9,-12.0,1,0.0425,0.445,0.00129,0.119,0.461,65.977
spotify:track:0EUSbTvyZfo9QOcxunL9Ro,0.368,0.44,4,-11.486,1,0.0294,0.713,8.83e-05,0.966,0.285,91.799
spotify:track:4cFzMdlThB5hkWj9cgsmqL,0.657,0.558,2,-6.51,1,0.179,0.741,0,0.154,0.951,87.713
spotify:track:21nHVGfxQJQMTOi6Rg35dd,0.428,0.582,7,-7.703,1,0.0293,0.485,0,0.131,0.431,91.974
spotify:track:68ABBreS3qqAFsroDnDVx3,0.581,0.543,1,-8.22,0,0.0353,0.218,0,0.12,0.401,72.991
spotify:track:5DazV5viPRaEq95p6i0Fyg,0.341,0.873,4,-3.917,1,0.0587,0.000384,1.33e-05,0.327,0.593,169.927
spotify:track:5J4ZkQpzMUFojo1CtAZYpn,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992
spotify:track:7ALocsnSAmnpZ3Uw9WP1Hz,0.433,0.273,8,-15.971,1,0.0457,0.609,2.53e-06,0.142,0.481,202.974
spotify:track:0CoM8prDI39VQ39dLnBfZx,0.632,0.549,1,-6.478,1,0.0568,0.247,0,0.299,0.615,144.955
spotify:track:5trvqRdUcKuc0DDgrDksJQ,0.471,0.285,6,-10.944,1,0.0357,0.841,0,0.0819,0.384,140.09
spotify:track:0HLWvLKQWpFdPhgk6ym58n,0.584,0.509,2,-13.109,1,0.0287,0.267,0.00252,0.36,0.367,90.457
spotify:track:6atVS7UZBxoyJkkteM62u5,0.666,0.713,2,-3.551,1,0.0384,0.172,0.032,0.177,0.491,94.71
spotify:track:1ptE7qQ0Bye8udglbz9UmZ,0.698,0.868,0,-4.935,1,0.0524,0.000561,0.0349,0.359,0.813,120.011
spotify:track:5C4MXy953cdZfppoil8X4X,0.482,0.814,4,-9.731,1,0.248,0.188,0,0.679,0.723,156.38
spotify:track:46moTNsGydR2SEgHZuRe8R,0.724,0.538,0,-8.041,1,0.0381,0.0408,0.0139,0.0343,0.282,108.945
spotify:track:3U1TuSqHIubBA10cVP7Sk6,0.632,0.638,7,-6.731,1,0.0505,0.137,0,0.125,0.574,121.868
spotify:track:5ufmXqULgMsDIDSkSaXw1E,0.588,0.762,8,-4.661,1,0.0523,0.00234,0.000218,0.051,0.452,125.776
spotify:track:3OIcwEw520Kp2mpDNFpZuG,0.691,0.756,1,-3.797,1,0.0354,0.0109,0,0.0671,0.106,104.061
spotify:track:2ZZQWecPCMvtj5M9b3bjys,0.598,0.565,11,-7.764,0,0.0471,0.0108,0.0471,0.307,0.328,92.126
spotify:track:3pcj5YHe8Qx5ZS1O5a9pmJ,0.602,0.517,10,-7.605,1,0.0399,0.486,0,0.117,0.456,119.198
spotify:track:08kTO4EW0jb07zNsCNM83w,0.281,0.779,7,-5.104,1,0.0514,0.0437,0,0.37,0.344,167.172
spotify:track:3zcmWxxUA7Em7X3IBqZGUo,0.439,0.906,3,-4.8,1,0.0439,0.0193,0,0.373,0.687,161.905
spotify:track:6j7hih15xG2cdYwIJnQXsq,0.63,0.894,10,-4.592,1,0.0544,0.255,0,0.181,0.364,142.051
spotify:track:2U2AVD0mAW5qSqajTMSu9y,0.727,0.892,10,-5.551,1,0.0312,0.06,0,0.12,0.611,117.969
spotify:track:2bbhyUWJ5VjdfI3P4PRLu2,0.49,0.193,11,-9.544,1,0.0421,0.862,9.74e-06,0.113,0.184,89.154
spotify:track:341863z079BT4EFPiSw9DP,0.58,0.101,10,-15.661,1,0.0289,0.934,0.000302,0.0768,0.302,91.003
spotify:track:7suXfwkW9Cg9fBS3San5T5,0.372,0.15,9,-10.954,0,0.0498,0.957,0.00115,0.142,0.211,209.528
spotify:track:0N9WhEz6DiBDvBxa6uJCTY,0.665,0.446,1,-11.884,1,0.0439,0.57,0.000669,0.082,0.172,141.94
spotify:track:4fQJu2ltQFLQb8D7apKZNA,0.525,0.507,9,-8.534,1,0.0263,0.307,5.07e-06,0.0787,0.24,91.069
spotify:track:4ElMgoPvQeMDrlIl6va7gZ,0.518,0.666,0,-5.306,1,0.0313,0.0382,2.47e-05,0.289,0.253,130.048
spotify:track:5uNEaSgkkPw6vLCUh3KsdQ,0.432,0.664,7,-4.662,1,0.0302,0.215,0,0.15,0.294,156.216
spotify:track:1KGU8NoWemAXIgfFoenfzk,0.182,0.337,8,-9.528,1,0.0307,0.909,0.000196,0.113,0.264,178.216
spotify:track:1inLD2gewCeiAjKrE9yzH2,0.417,0.315,11,-6.79,1,0.0318,0.877,0,0.0974,0.288,135.392
spotify:track:1Jc3tGa11ITNgph0yewlqn,0.763,0.428,6,-13.486,0,0.032,0.354,0.0889,0.106,0.474,117.938
spotify:track:4LloVtxNZpeh7q7xdi1DQc,0.315,0.296,5,-13.262,1,0.0317,0.771,0,0.702,0.436,172.638
spotify:track:7cpCU3Denug5NGZsSpQl8v,0.431,0.377,2,-9.753,1,0.0288,0.749,0,0.211,0.353,173.67
spotify:track:4gs07VlJST4bdxGbBsXVue,0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031
spotify:track:7hR5toSPEgwFZ78jfHdANM,0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058
spotify:track:46X8c9qJzpBLYcos3OX0CE,0.619,0.521,3,-8.092,0,0.0744,0.26,0.000542,0.101,0.254,139.886
spotify:track:5EpP1lwkAnOAKbfAHUNJkI,0.387,0.626,1,-7.134,0,0.0344,0.242,0.0012,0.11,0.316,139.724
spotify:track:2Io0MxW6atyfMzXLyCh4aV,0.541,0.849,0,-3.784,1,0.0363,0.0965,0,0.208,0.686,120.046
spotify:track:5rIxo92Hc9q6cgDBV0ju78,0.532,0.476,0,-5.769,1,0.031,0.778,0,0.135,0.293,143.846
spotify:track:2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038
spotify:track:5P7MbXUShunurTTYAjPZjX,0.806,0.479,4,-6.615,1,0.0389,0.394,2.18e-06,0.201,0.633,99.022
spotify:track:2PIvq1pGrUjY007X5y1UpM,0.659,0.381,2,-5.922,0,0.0304,0.385,0,0.0972,0.426,119.844
spotify:track:0PGG2r9vGUgRCkLHW6BdbV,0.46,0.662,7,-7.224,0,0.0426,0.661,0.0142,0.111,0.132,139.959
spotify:track:3FerxZiiAtj2SHpuHkPNdp,0.753,0.292,9,-11.866,0,0.045,0.754,0.0003,0.114,0.106,124.679
spotify:track:3aWe6p3qrsVjO4HFNih7Vc,0.639,0.601,11,-11.05,0,0.0328,0.573,0.825,0.127,0.756,100.0
spotify:track:6IdQwdngrfUKWmB4ucQ4OD,0.76,0.756,1,-5.153,1,0.252,0.334,0,0.0817,0.479,141.822
spotify:track:5ZwPh4nNgNChn3b5ZAXhzA,0.682,0.556,5,-7.362,0,0.0276,0.0314,0.00396,0.153,0.601,140.038
spotify:track:7EW9uZzfHF0akNCtYjkMJ2,0.866,0.637,0,-7.023,0,0.097,0.0259,0,0.19,0.342,110.053
